Title,Carousell URL,Source Cost
"[SG Stock] Compression Storage Bag With Zipper | Foldable Stackable Clothes Organizer | Blanket Quilt Space Saving Storage | Korean Minimalist Closet Organizer Bedding Storage Box","https://www.carousell.sg/p/compression-storage-bag-with-zipper-foldable-stackable-clothes-organizer-blanket-quilt-space-saving-storage-korean-minimalist-closet-organizer-bedding-storage-box-1430457677/?t-id=52299420_1775449514332&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=QH-BvGSPYG9hZvP0&t-tap_index=0","$12.35"
"[SG Stock] Electric Makeup Brush Cleaner Dryer | Automatic USB Cleaning Machine | Fast Dry Cosmetic Tool | Makeup Brush Washer Holder Organizer Home Beauty Tool","https://www.carousell.sg/p/electric-makeup-brush-cleaner-dryer-automatic-usb-cleaning-machine-fast-dry-cosmetic-tool-makeup-brush-washer-holder-organizer-home-beauty-tool-1430465608/?t-id=52299420_1775453950036&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=Sm91rGYSgFp32Pd4&t-tap_index=0","$5.77"
"[SG Stock] Ice Face Roller Silicone Mold | Reusable Cooling Facial Massage Tool | Skin Tightening Pore Minimizing Beauty Tool | Portable Ice Cube Roller Home Travel","https://www.carousell.sg/p/ice-face-roller-silicone-mold-reusable-cooling-facial-massage-tool-skin-tightening-pore-minimizing-beauty-tool-portable-ice-cube-roller-home-travel-1430470091/?t-id=52299420_1775458587697&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=nGILAHFbemxtq1AL&t-tap_index=0","$6.60"
"[SG Stock] Quilted Cosmetic Pouch Bag | Lightweight Padded Makeup Organizer | Travel Toiletry Storage | Minimalist Korean Style Zip Case Makeup Bag Portable Vanity Organizer","https://www.carousell.sg/p/quilted-cosmetic-pouch-bag-lightweight-padded-makeup-organizer-travel-toiletry-storage-minimalist-korean-style-zip-case-makeup-bag-portable-vanity-organizer-1430480330/?t-id=52299420_1775461335594&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=oyEHcs3haUs5IZgO&t-tap_index=0","$12.63"
"[SG Stock] Acrylic Nail Storage Box Organizer | Stackable Transparent Case With Compartments | Press On Nails Holder | Nail Art Storage For Home Salon Travel","https://www.carousell.sg/p/acrylic-nail-storage-box-organizer-stackable-transparent-case-with-compartments-press-on-nails-holder-nail-art-storage-for-home-salon-travel-1430538232/?t-id=52299420_1775479215853&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=n7ePu7VyPLnpE8di&t-tap_index=0","$6.90"
"[SG Stock] Car Back Seat Storage Net Pocket | Elastic Mesh Organizer Easy Install | Auto Interior Seat Back Storage | Phone Tissue Holder Travel Car Organizer Net Bag","https://www.carousell.sg/p/car-back-seat-storage-net-pocket-elastic-mesh-organizer-easy-install-auto-interior-seat-back-storage-phone-tissue-holder-travel-car-organizer-net-bag-1430604459/?t-id=52299420_1775523944100&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=A_3j6vvM7WHTKqIz&t-tap_index=0","$12.53"
"[SG Stock] Car Seat Side Storage Pocket Organizer | PU Leather Gap Holder Easy Install | Auto Interior Storage Pouch | Phone Wallet Key Holder Seat Side Organizer","https://www.carousell.sg/p/car-seat-side-storage-pocket-organizer-pu-leather-gap-holder-easy-install-auto-interior-storage-pouch-phone-wallet-key-holder-seat-side-organizer-1430630667/?t-id=52299420_1775535296176&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=Rjhxk6EXnwNAFSTn&t-tap_index=0","$12.16"
"[SG Stock] Car Sun Visor Glasses Holder Clip | Dual Function Card Sunglasses Holder | Auto Interior Visor Clip Organizer | Eyeglasses Ticket Card Storage Holder","https://www.carousell.sg/p/car-sun-visor-glasses-holder-clip-dual-function-card-sunglasses-holder-auto-interior-visor-clip-organizer-eyeglasses-ticket-card-storage-holder-1430631608/?t-id=52299420_1775535296176&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=fHfqrNiYrcyLGYrZ&t-tap_index=0","$5.90"
"[SG Stock] Car Sun Visor Organizer PU Leather | Multi Pocket Card Holder Glasses Clip | Auto Interior Storage Travel Organizer | Phone Pen Document Holder Vehicle Visor Storage","https://www.carousell.sg/p/car-sun-visor-organizer-pu-leather-multi-pocket-card-holder-glasses-clip-auto-interior-storage-travel-organizer-phone-pen-document-holder-vehicle-visor-storage-1430632137/?t-id=52299420_1775535296176&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=s-n2Y0FAUXshZF0_&t-tap_index=0","$9.90"
"[SG Stock] Car Back Seat Hook Organizer Set | Multi Functional Phone Cup Holder Hanger | Headrest Storage Hook Travel Organizer | Bag Umbrella Holder Auto Interior Accessories","https://www.carousell.sg/p/car-back-seat-hook-organizer-set-multi-functional-phone-cup-holder-hanger-headrest-storage-hook-travel-organizer-bag-umbrella-holder-auto-interior-accessories-1430633071/?t-id=52299420_1775535296176&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=maZEszJpp-TlgPNc&t-tap_index=0","$8.54"
"[SG Stock] Car Back Seat Organizer Tray Table | Foldable Food Drink Holder Storage | Travel Car Seat Back Pocket Organizer | Tablet Phone Holder Auto Interior Storage Tray","https://www.carousell.sg/p/car-back-seat-organizer-tray-table-foldable-food-drink-holder-storage-travel-car-seat-back-pocket-organizer-tablet-phone-holder-auto-interior-storage-tray-1430633606/?t-id=52299420_1775535296176&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=YNY0WIDaPe0xnZu9&t-tap_index=0","$14.90"
"[SG Stock] Car Seat Gap Storage Box Organizer | Expandable Console Side Pocket Anti Drop | Car Interior Storage Holder | Phone Keys Cup Holder Auto Seat Crevice Organizer","https://www.carousell.sg/p/car-seat-gap-storage-box-organizer-expandable-console-side-pocket-anti-drop-car-interior-storage-holder-phone-keys-cup-holder-auto-seat-crevice-organizer-1430635454/?t-id=52299420_1775535899832&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=MdvwUOY3PEabygl7&t-tap_index=0","$5.92"
"[SG Stock] Dog Rope Ball Toy With Handle | Durable Chew Tug Toy Strong Nylon Rope | Pet Training Fetch Toy | Puppy Bite Resistant Teething Toy Dog Accessories","https://www.carousell.sg/p/dog-rope-ball-toy-with-handle-durable-chew-tug-toy-strong-nylon-rope-pet-training-fetch-toy-puppy-bite-resistant-teething-toy-dog-accessories-1430637398/?t-id=52299420_1775535899832&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=JQfZDj6-ttZXeWp_&t-tap_index=3","$6.90"
"[SG Stock] Dog Tug Toy With Suction Cup | Interactive Teeth Cleaning Chew Ball With Rope | Pet Training Boredom Toy | Puppy Dental Care Tug Of War Toy Dog Accessories","https://www.carousell.sg/p/dog-tug-toy-with-suction-cup-interactive-teeth-cleaning-chew-ball-with-rope-pet-training-boredom-toy-puppy-dental-care-tug-of-war-toy-dog-accessories-1430640338/?t-id=52299420_1775535899832&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=hRFqyl_dIiELk0-F&t-tap_index=3","$13.40"
"[SG Stock] Cat Scratching Pad With Catnip | Durable Sisal Scratch Board Anti Scratch Training | Furniture Protection Scratcher Toy | Kitten Claw Care Pad Cat Accessories","https://www.carousell.sg/p/cat-scratching-pad-with-catnip-durable-sisal-scratch-board-anti-scratch-training-furniture-protection-scratcher-toy-kitten-claw-care-pad-cat-accessories-1430640840/?t-id=52299420_1775535899832&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=y_YIr5aZ5-qR_4o3&t-tap_index=3","$6.00"
"[SG Stock] Dog Birthday Plush Toy Cake | Squeaky Soft Chew Toy Durable Fabric | Pet Party Gift Play Toy | Puppy Training Interactive Toy Dog Accessories","https://www.carousell.sg/p/dog-birthday-plush-toy-cake-squeaky-soft-chew-toy-durable-fabric-pet-party-gift-play-toy-puppy-training-interactive-toy-dog-accessories-1430642039/?t-id=52299420_1775535899832&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=CZRPXMolsMMCCzk6&t-tap_index=1","$10.92"
"[SG Stock] Corn Dog Chew Toy With Suction Cup | Teeth Cleaning Rubber Chew Toy Interactive Training | Pet Dental Care Toy | Puppy Boredom Relief Tug Toy Dog Accessories","https://www.carousell.sg/p/corn-dog-chew-toy-with-suction-cup-teeth-cleaning-rubber-chew-toy-interactive-training-pet-dental-care-toy-puppy-boredom-relief-tug-toy-dog-accessories-1430643330/?t-id=52299420_1775539915925&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=WUJhkAVnSf2teW5P&t-tap_index=0","$14.00"
"[SG Stock] Magnetic Car Phone Holder Mount | Zinc Alloy Heavy Duty Adjustable Stand | Dashboard Air Vent Mount | 360 Rotation Smartphone Holder Universal Mobile Stand","https://www.carousell.sg/p/magnetic-car-phone-holder-mount-zinc-alloy-heavy-duty-adjustable-stand-dashboard-air-vent-mount-360-rotation-smartphone-holder-universal-mobile-stand-1430644715/?t-id=52299420_1775539915925&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=vuxz4ws2i-SwdZn5&t-tap_index=0","$8.33"
"[SG Stock ] Cable Organizer Clip Holder | Adhesive Silicone Cable Management Clamp | Desk Wire Cord Holder For Home Office | Charging Cable Clip Tidy USB Lightning Cord Organizer","https://www.carousell.sg/p/cable-organizer-clip-holder-adhesive-silicone-cable-management-clamp-desk-wire-cord-holder-for-home-office-charging-cable-clip-tidy-usb-lightning-cord-organizer-1430803795/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=11N3yA-VFcGPDNLM&t-tap_index=4","$8.01"
"[SG Stock] Cable Organizer Separator Clip | Adjustable Multi Cable Holder Clamp | Wire Cable Management Tool For Home Office | Electrical Cable Sorter Tidy Wire Divider","https://www.carousell.sg/p/cable-organizer-separator-clip-adjustable-multi-cable-holder-clamp-wire-cable-management-tool-for-home-office-electrical-cable-sorter-tidy-wire-divider-1430804201/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=_1TMC_kHQO7e3zLZ&t-tap_index=4","$11.86"
"[SG Stock] Electronics Organizer Travel Pouch | Waterproof Cable Storage Bag With Compartments | Portable Gadget Organizer Case For Charger Power Bank USB | Tech Accessories Bag Home Office Travel","https://www.carousell.sg/p/electronics-organizer-travel-pouch-waterproof-cable-storage-bag-with-compartments-portable-gadget-organizer-case-for-charger-power-bank-usb-tech-accessories-bag-home-office-travel-1430804688/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=K8v70mMUQSLfA_UR&t-tap_index=0","$10.69"
"[SG Stock] Electronics Organizer Travel Case | Multi Compartment Cable Storage Bag | Portable Waterproof Gadget Organizer For Travel Office | Charger USB Accessories Pouch Tech Organizer","https://www.carousell.sg/p/electronics-organizer-travel-case-multi-compartment-cable-storage-bag-portable-waterproof-gadget-organizer-for-travel-office-charger-usb-accessories-pouch-tech-organizer-1430804974/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=hJqaGKbsBlXSPsaN&t-tap_index=0","$11.42"
"[SG Stock] Phone Ring Holder | 360 Rotating Finger Grip Stand | Adhesive Mobile Phone Holder For iPhone Android | Cartoon Desk Stand Kickstand Grip Accessory","https://www.carousell.sg/p/phone-ring-holder-360-rotating-finger-grip-stand-adhesive-mobile-phone-holder-for-iphone-android-cartoon-desk-stand-kickstand-grip-accessory-1430805350/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=75_kmQi3FUVr3pwR&t-tap_index=3","$4.90"
"[SG Stock] Silicone Phone Finger Strap Holder | Soft Elastic Grip Loop Stand | Adhesive Mobile Holder For iPhone Android | Minimalist Anti Drop Hand Strap Phone Grip Accessory","https://www.carousell.sg/p/silicone-phone-finger-strap-holder-soft-elastic-grip-loop-stand-adhesive-mobile-holder-for-iphone-android-minimalist-anti-drop-hand-strap-phone-grip-accessory-1430805745/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=GofHmg2r7KgjQTze&t-tap_index=3","$3.34"
"[SG Stock] Magnetic Wireless Charger Pad | Fast Charging Magnetic Charging Stand | Slim Portable Charger For iPhone AirPods | Qi Wireless Charging Dock Desk Bedside Travel","https://www.carousell.sg/p/magnetic-wireless-charger-pad-fast-charging-magnetic-charging-stand-slim-portable-charger-for-iphone-airpods-qi-wireless-charging-dock-desk-bedside-travel-1430806103/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=V4952zcZZ4D6VQdv&t-tap_index=3","$13.72"
"[SG Stock] Foldable Wall Mount Phone Stand Holder | Adjustable Wall Mount Sticky Stand | Desk Home Office Hands Free Viewing | Portable Tablet Holder Minimalist Acrylic Mobile Stand","https://www.carousell.sg/p/foldable-wall-mount-phone-stand-holder-adjustable-wall-mount-sticky-stand-desk-home-office-hands-free-viewing-portable-tablet-holder-minimalist-acrylic-mobile-stand-1430806901/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=nh4z3_AnwAAHgPsd&t-tap_index=2","$2.84"
"[SG Stock] Wall Mounted Phone Holder Organizer | Adhesive Charging Dock With Cable Slot | Remote Control Storage Rack | Nordic Minimalist Bedside Bathroom Desk Organizer","https://www.carousell.sg/p/wall-mounted-phone-holder-organizer-adhesive-charging-dock-with-cable-slot-remote-control-storage-rack-nordic-minimalist-bedside-bathroom-desk-organizer-1430807291/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=cZI2vxrGTcvYM1Ar&t-tap_index=0","$3.38"
"[SG Stock] Resin Shaker Keychain DIY Kit | Glitter Liquid Silicone Mold Set | Handmade Craft Jewelry Making | Cute Korean Style Bag Charm Gift | Art Hobby Kit For Kids Adults","https://www.carousell.sg/p/resin-shaker-keychain-diy-kit-glitter-liquid-silicone-mold-set-handmade-craft-jewelry-making-cute-korean-style-bag-charm-gift-art-hobby-kit-for-kids-adults-1430807996/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=ZrXX_Xm3gKs6BbhG&t-tap_index=0","$9.18"
"[SG Stock] Silicone Resin Mold Set | Geometric Tray And Coaster Casting Molds | DIY Epoxy Craft Kit | Jewelry Dish Storage Organizer | Minimalist Home Decor Gift Mold","https://www.carousell.sg/p/silicone-resin-mold-set-geometric-tray-and-coaster-casting-molds-diy-epoxy-craft-kit-jewelry-dish-storage-organizer-minimalist-home-decor-gift-mold-1430808890/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=wbc8rUUejWSdbPvy&t-tap_index=0","$10.71"
"[SG Stock] DIY Charm Bracelet Making Kit | Colorful Beads And Pendant Set | Adjustable Jewelry Craft Kit | Gift For Kids Teens Adults | Handmade Bracelet Accessories Set","https://www.carousell.sg/p/diy-charm-bracelet-making-kit-colorful-beads-and-pendant-set-adjustable-jewelry-craft-kit-gift-for-kids-teens-adults-handmade-bracelet-accessories-set35-1430809316/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=wfZj5yjita1_I8zV&t-tap_index=0","$14.99"
"[SG Stock] DIY Bead Bracelet Making Kit | Alphabet Letter Beads With Storage Box | Jewelry Craft Set With String And Tools | Personalized Name Bracelet Gift | Kids Teens Adults Craft Kit","https://www.carousell.sg/p/diy-bead-bracelet-making-kit-alphabet-letter-beads-with-storage-box-jewelry-craft-set-with-string-and-tools-personalized-name-bracelet-gift-kids-teens-adults-craft-kit-1430809722/?t-id=52299420_1775610286713&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=JyT4jpUQrx_kZY4V&t-tap_index=0","$12.38"
"[SG Stock] Strawberry Silicone Ice Mold Tray | Creative Fruit Shape Jelly Chocolate Pudding Maker | DIY Dessert Mold | Ice Cube Tray Kitchen Baking Tool Gift Craft Mold","https://www.carousell.sg/p/strawberry-silicone-ice-mold-tray-creative-fruit-shape-jelly-chocolate-pudding-maker-diy-dessert-mold-ice-cube-tray-kitchen-baking-tool-gift-craft-mold-1430996427/?t-id=52299420_1775697480280&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=0qc7jpnE_GUkCO8X&t-tap_index=0","$13.68"
"[SG Stock] Compression Packing Cubes Set | Expandable Travel Organizer Bags With Shoe Pouch | Space Saving Luggage Organizer | Waterproof Clothes Storage Cubes Travel Set","https://www.carousell.sg/p/compression-packing-cubes-set-expandable-travel-organizer-bags-with-shoe-pouch-space-saving-luggage-organizer-waterproof-clothes-storage-cubes-travel-set-1430998012/?t-id=52299420_1775697480280&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=xbgu0DAf9TR3EEiR&t-tap_index=0","$10.13"
"[SG Stock] 6 In 1 Hanging Travel Organizer Bag | Foldable Portable Luggage Storage With Compartments | Space Saving Suitcase Organizer | Waterproof Clothes Packing Bag Travel Home","https://www.carousell.sg/p/6-in-1-hanging-travel-organizer-bag-foldable-portable-luggage-storage-with-compartments-space-saving-suitcase-organizer-waterproof-clothes-packing-bag-travel-home-1430998650/?t-id=52299420_1775697480280&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=zAMzaCkqtrYAjWJw&t-tap_index=0","$5.98"
"[SG Stock] Travel Refillable Toiletry Bottle Set | Leakproof Portable Cosmetic Pump Containers | Airline Approved Travel Kit | Shampoo Lotion Dispenser Organizer","https://www.carousell.sg/p/travel-refillable-toiletry-bottle-set-leakproof-portable-cosmetic-pump-containers-airline-approved-travel-kit-shampoo-lotion-dispenser-organizer-1430999214/?t-id=52299420_1775697480280&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=dyJeAcG_zsIe460z&t-tap_index=0","$11.42"
"[SG Stock] Weekly Pill Organizer Box | Large Print Daily Medicine Case With Compartments | Portable Travel Pill Box | Vitamin Tablet Storage Container Elderly Use","https://www.carousell.sg/p/weekly-pill-organizer-box-large-print-daily-medicine-case-with-compartments-portable-travel-pill-box-vitamin-tablet-storage-container-elderly-use-1431000581/?t-id=52299420_1775697480280&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=QsfGcUtusQHiPdK5&t-tap_index=0","$13.33"
"[SG Stock] Waterproof Pill Organizer Box | Airtight Travel Medicine Case With Compartments | Portable Vitamin Storage Container | Moisture Proof Tablet Holder Travel Home","https://www.carousell.sg/p/waterproof-pill-organizer-box-airtight-travel-medicine-case-with-compartments-portable-vitamin-storage-container-moisture-proof-tablet-holder-travel-home-1431001049/?t-id=52299420_1775700849392&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=fv753wQ4h3g4qqPu&t-tap_index=0","$6.99"
"[SG Stock] Digital Luggage Scale Portable | LCD Display 50kg 110lb Capacity | Travel Baggage Weight Scale | Handheld Suitcase Scale Strap Hook Weighing Tool","https://www.carousell.sg/p/digital-luggage-scale-portable-lcd-display-50kg-110lb-capacity-travel-baggage-weight-scale-handheld-suitcase-scale-strap-hook-weighing-tool-1431001554/?t-id=52299420_1775700849392&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=n-UgCYFIwRnRvggW&t-tap_index=0","$9.90"
"[SG Stock] 11pcs Resistance Bands Set | Adjustable Strength Latex Tubes With Handles Door Anchor | Home Gym Workout Fitness Training Kit | Portable Exercise Bands Strength Training Pull Up Assist","https://www.carousell.sg/p/11pcs-resistance-bands-set-adjustable-strength-latex-tubes-with-handles-door-anchor-home-gym-workout-fitness-training-kit-portable-exercise-bands-strength-training-pull-up-assist-1431002253/?t-id=52299420_1775700849392&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=JgTqjzs8i_c4K6WD&t-tap_index=0","$6.99"
"[SG Stock] Hip Resistance Bands Set | Non Slip Fabric Booty Bands For Glutes Legs Workout | Home Gym Fitness Training Loop Bands | Squat Exercise Stretch Bands Portable Fitness Gear","https://www.carousell.sg/p/hip-resistance-bands-set-non-slip-fabric-booty-bands-for-glutes-legs-workout-home-gym-fitness-training-loop-bands-squat-exercise-stretch-bands-portable-fitness-gear-1431003804/?t-id=52299420_1775700849392&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=f9w4uwqUS8RDGsHL&t-tap_index=0","$6.50"
"[SG Stock] Adjustable Hip Resistance Band | Non Slip Velcro Glute Trainer Strap | Home Workout Booty Exercise Band | Leg Thigh Training Fitness Loop Portable Gym Equipment","https://www.carousell.sg/p/adjustable-hip-resistance-band-non-slip-velcro-glute-trainer-strap-home-workout-booty-exercise-band-leg-thigh-training-fitness-loop-portable-gym-equipment-1431004415/?t-id=52299420_1775700849392&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=_sh023jgE0TzjZKS&t-tap_index=0","$9.27"
"[SG Stock] Figure 8 Resistance Band | Elastic Silicone Stretch Trainer With Anti Slip Grip | Home Workout Fitness Yoga Exercise Band | Portable Strength Training Pull Rope","https://www.carousell.sg/p/figure-8-resistance-band-elastic-silicone-stretch-trainer-with-anti-slip-grip-home-workout-fitness-yoga-exercise-band-portable-strength-training-pull-rope-1431005014/?t-id=52299420_1775700849392&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=u2o1C-yoxWCo2fJI&t-tap_index=0","$7.16"
"[SG Stock] Resistance Stretch Strap Yoga Band | Numbered Adjustable Flexibility Trainer | Home Workout Stretching Aid | Pilates Rehab Exercise Band Leg Back Training Strap","https://www.carousell.sg/p/resistance-stretch-strap-yoga-band-numbered-adjustable-flexibility-trainer-home-workout-stretching-aid-pilates-rehab-exercise-band-leg-back-training-strap-1431005727/?t-id=52299420_1775700849392&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=gL5-pCzs2n85y7cy&t-tap_index=0","$6.32"
"[SG Stock] 2026 LED Light Bar | Monitor Screen Light RGB Ambient Desk Lamp USB | Powered Eye Care Screen Bar for Laptop PC Gaming Setup | Aesthetic Lighting Dimmable Brightness Desk Setup | Home Office Light Bar","https://www.carousell.sg/p/led-light-bar-monitor-screen-light-rgb-ambient-desk-lamp-usb-powered-eye-care-screen-bar-for-laptop-pc-gaming-setup-aesthetic-lighting-dimmable-brightness-desk-setup-home-office-light-bar-1429555821/","$5.80"
"[SG Stock] 2026 Desk Mat Large Extended Mouse Pad XXL | Gaming Mousepad Waterproof Non Slip Keyboard Mat Office Desk | Protector Aesthetic Desk Setup | Laptop PC Table Mat Gaming Accessories Smooth Surface","https://www.carousell.sg/p/desk-mat-large-extended-mouse-pad-xxl-gaming-mousepad-waterproof-non-slip-keyboard-mat-office-desk-protector-aesthetic-desk-setup-laptop-pc-table-mat-gaming-accessories-smooth-surface-1429572890/?t-id=52299420_1775011916895&t-referrer_browse_type=seller&t-referrer_page_type=profile&t-referrer_request_id=FPEgFVCaR0GHs-1R&t-tap_index=0","$8.97"
"[SG Stock] 2026 Mini Bluetooth Speaker Portable Wireless Speaker | Bass Stereo Sound RGB LED Light Waterproof Compact Loud Speaker | USB Rechargeable Outdoor Travel Party Speaker for Phone Laptop","https://www.carousell.sg/p/mini-bluetooth-speaker-portable-wireless-speaker-bass-stereo-sound-rgb-led-light-waterproof-compact-loud-speaker-usb-rechargeable-outdoor-travel-party-speaker-for-phone-laptop-1429577811/?referrer_source=me_page","$8.29"
"[SG Stock] 2026 Sunglasses UV400 | Polarized Men Women Fashion Retro Vintage Square Shades Oversized | Sun Glasses Driving Outdoor Eyewear Luxury Style Black Gradient Lens | Unisex  Summer Accessories","https://www.carousell.sg/p/sunglasses-uv400-polarized-men-women-fashion-retro-vintage-square-shades-oversized-sun-glasses-driving-outdoor-eyewear-luxury-style-black-gradient-lens-unisex-summer-accessories-1429581573/?referrer_source=me_page","$2.06"
"[SG stock] 2026 Headphone Stand Desk Headset | Holder Gaming Headphone Hanger Aluminum | Wooden Stand Non Slip Base Headphone Rack Organizer for Desk Setup | PC Gaming Accessories Aesthetic Desk Setup","https://www.carousell.sg/p/headphone-stand-desk-headset-holder-gaming-headphone-hanger-aluminum-wooden-stand-non-slip-base-headphone-rack-organizer-for-desk-setup-pc-gaming-accessories-aesthetic-desk-setup-1429584877/?referrer_source=me_page","$1.37"
"[SG Stock] 2026 Drawer Organizer Storage Box Tray Divider | Adjustable Compartment Desk Organizer | Makeup | Jewelry | Socks | Underwear | Accessories Holder | Kitchen Office | Home Storage Box","https://www.carousell.sg/p/drawer-organizer-storage-box-tray-divider-adjustable-compartment-desk-organizer-makeup-jewelry-socks-underwear-accessories-holder-kitchen-office-home-storage-box-1429596297/?referrer_source=me_page","$8.50"
"[SG Stock] 2026 Decorative Lights LED | String Lights Fairy Lights | Bedroom Living Room Party | Wedding | Home Decor |  Ambient Mood Lighting USB Battery Powered Warm White Colorful Lights","https://www.carousell.sg/p/decorative-lights-led-string-lights-fairy-lights-bedroom-living-room-party-wedding-home-decor-ambient-mood-lighting-usb-battery-powered-warm-white-colorful-lights-1429598367/?referrer_source=me_page","$0.74"
"[SG Stock] 2026 Controller Dock Charging Station Stand Holder for PS5 PS4 Xbox Nintendo Switch Dual / Single Controller Charger Gamepad Docking Station LED Indicator Desktop Gaming Accessory","https://www.carousell.sg/p/controller-dock-charging-station-stand-holder-for-ps5-ps4-xbox-nintendo-switch-dual-single-controller-charger-gamepad-docking-station-led-indicator-desktop-gaming-accessory-1429611090/?t-id=52299420_1775011916895","$9.27"
"[SG Stock] 2026 Vegetable Fruit Chopper Manual Food Dicer Cutter Slicer Kitchen Tool Onion Garlic Tomato Salad Prep Multi-Purpose Compact Easy Clean Non-Slip Handle Home Cooking Gadget","https://www.carousell.sg/p/vegetable-fruit-chopper-manual-food-dicer-cutter-slicer-kitchen-tool-onion-garlic-tomato-salad-prep-multi-purpose-compact-easy-clean-non-slip-handle-home-cooking-gadget-1429613092/?t-id=52299420_1775011916895","$5.94"
"[SG Stock] 2026 Neck Pillow Travel Pillow Memory Foam U-Shaped Head Support Ergonomic Comfortable Soft Cushion for Airplane Car Office Nap Sleeping Shoulder Pain Relief Portable Washable Cover","https://www.carousell.sg/p/neck-pillow-travel-pillow-memory-foam-u-shaped-head-support-ergonomic-comfortable-soft-cushion-for-airplane-car-office-nap-sleeping-shoulder-pain-relief-portable-washable-cover-1429615388/?t-id=52299420_1775011916895","$8.99"
"[SG Stock] 2026 Pore Vacuum | Blackhead Remover | Facial Cleaner Skin Care Suction Tool | Electric Acne Vacuum | Blackhead Extractor | USB Rechargeable Deep Clean Pore | Cleaner Face Massage Beauty Device","https://www.carousell.sg/p/pore-vacuum-blackhead-remover-facial-cleaner-skin-care-suction-tool-electric-acne-vacuum-blackhead-extractor-usb-rechargeable-deep-clean-pore-cleaner-face-massage-beauty-device-1429618425/?t-id=52299420_1775011916895","$13.90"
"[SG Stock] 2026 Hair Clippers Cordless|  Professional Hair Trimmer | Beard Trimmer | Barber Kit Rechargeable | Grooming Set Low Noise LED Display | Adjustable Fade Cutting Machine for Men | Home Salon","https://www.carousell.sg/p/hair-clippers-cordless-professional-hair-trimmer-beard-trimmer-barber-kit-rechargeable-grooming-set-low-noise-led-display-adjustable-fade-cutting-machine-for-men-home-salon-1430381504/?t-id=MZf9gVI69o_1775407537435","$8.90"
